0,0
0.02002,0.0026999
0.04004,0.0030694
0.06006,0.0037288
0.08008,0.0049008
0.1001,0.0052613
0.12012,0.005867
0.14014,0.0063896
0.16016,0.0069283
0.18018,0.0070709
0.2002,0.0073545
0.22022,0.0077041
0.24024,0.0075548
0.26026,0.0080327
0.28028,0.0086228
0.3003,0.008678
0.32032,0.0089481
0.34034,0.0093021
0.36036,0.0091099
0.38038,0.0093675
0.4004,0.010013
0.42042,0.0098668
0.44044,0.01017
0.46046,0.010392
0.48048,0.01039
0.5005,0.010666
0.52052,0.011086
0.54054,0.011036
0.56056,0.011168
0.58058,0.011404
0.6006,0.011448
0.62062,0.011753
0.64064,0.011845
0.66066,0.011973
0.68068,0.012035
0.7007,0.012277
0.72072,0.012477
0.74074,0.012503
0.76076,0.012559
0.78078,0.01274
0.8008,0.012899
0.82082,0.012949
0.84084,0.013191
0.86086,0.013093
0.88088,0.0132
0.9009,0.01357
0.92092,0.013438
0.94094,0.01354
0.96096,0.013768
0.98098,0.013764
