0,0
0.02002,7.2219e-06
0.04004,1.8436e-05
0.06006,3.5734e-05
0.08008,5.8126e-05
0.1001,8.53e-05
0.12012,0.00011689
0.14014,0.00015248
0.16016,0.0001924
0.18018,0.00023851
0.2002,0.00028794
0.22022,0.00034019
0.24024,0.00039479
0.26026,0.0004513
0.28028,0.00050931
0.3003,0.00056843
0.32032,0.00062834
0.34034,0.00068873
0.36036,0.00074933
0.38038,0.0008099
0.4004,0.00087023
0.42042,0.00093016
0.44044,0.00098951
0.46046,0.0010482
0.48048,0.001106
0.5005,0.0011629
0.52052,0.0012189
0.54054,0.0012738
0.56056,0.0013276
0.58058,0.0013803
0.6006,0.0014318
0.62062,0.0014822
0.64064,0.0015313
0.66066,0.0015793
0.68068,0.001626
0.7007,0.0016716
0.72072,0.0017159
0.74074,0.0017591
0.76076,0.0018011
0.78078,0.0018419
0.8008,0.0018816
0.82082,0.0019202
0.84084,0.0019577
0.86086,0.001994
0.88088,0.0020294
0.9009,0.0020637
0.92092,0.002097
0.94094,0.0021293
0.96096,0.0021606
0.98098,0.002191
