0.040008,0.019311
0.080016,0.03824
0.12002,0.056481
0.16003,0.07384
0.20004,0.090219
0.24005,0.10559
0.28006,0.11998
0.32006,0.13343
0.36007,0.14599
0.40008,0.15772
0.44009,0.16869
0.4801,0.17895
0.5201,0.18857
0.56011,0.19758
0.60012,0.20604
0.64013,0.214
0.68014,0.22148
0.72014,0.22852
0.76015,0.23516
0.80016,0.24143
0.84017,0.24735
0.88018,0.25295
0.92018,0.25825
0.96019,0.26327
1.0002,0.26802
1.0402,0.27253
1.0802,0.27681
1.1202,0.28088
1.1602,0.28474
1.2002,0.28841
1.2402,0.29191
1.2803,0.29523
1.3203,0.2984
1.3603,0.30141
1.4003,0.30429
1.4403,0.30703
1.4803,0.30964
1.5203,0.31213
1.5603,0.31451
1.6003,0.31678
1.6403,0.31895
1.6803,0.32101
1.7203,0.32299
1.7604,0.32487
1.8004,0.32668
1.8404,0.3284
1.8804,0.33004
1.9204,0.33161
1.9604,0.33311
2.0004,0.33454
2.0404,0.33591
2.0804,0.33722
2.1204,0.33847
2.1604,0.33966
2.2004,0.3408
2.2404,0.34189
2.2805,0.34293
2.3205,0.34392
2.3605,0.34486
2.4005,0.34576
2.4405,0.34662
2.4805,0.34744
2.5205,0.34822
2.5605,0.34896
2.6005,0.34967
2.6405,0.35034
2.6805,0.35098
2.7205,0.35159
2.7606,0.35216
2.8006,0.35271
2.8406,0.35323
2.8806,0.35372
2.9206,0.35419
2.9606,0.35463
3.0006,0.35504
3.0406,0.35543
3.0806,0.3558
3.1206,0.35615
3.1606,0.35647
3.2006,0.35678
3.2406,0.35707
3.2807,0.35732
3.3207,0.35758
3.3607,0.3578
3.4007,0.35801
3.4407,0.35822
3.4807,0.3584
3.5207,0.35856
3.5607,0.35871
3.6007,0.35884
3.6407,0.35896
3.6807,0.35908
3.7207,0.35917
3.7608,0.35926
3.8008,0.35932
3.8408,0.35938
3.8808,0.35943
3.9208,0.35947
3.9608,0.35949
4.0008,0.35951
4.0408,0.35952
4.0808,0.35952
4.1208,0.35951
4.1608,0.35948
4.2008,0.35945
4.2408,0.35942
4.2809,0.35937
4.3209,0.35931
4.3609,0.35925
4.4009,0.35919
4.4409,0.35912
4.4809,0.35904
4.5209,0.35895
4.5609,0.35885
4.6009,0.35875
4.6409,0.35864
4.6809,0.35854
4.7209,0.35842
4.761,0.3583
4.801,0.35817
4.841,0.35803
4.881,0.3579
4.921,0.35776
4.961,0.35762
5.001,0.35748
5.041,0.35732
5.081,0.35716
5.121,0.357
5.161,0.35683
5.201,0.35666
5.241,0.35649
5.2811,0.35632
5.3211,0.35615
5.3611,0.35597
5.4011,0.35579
5.4411,0.3556
5.4811,0.35541
5.5211,0.35522
5.5611,0.35502
5.6011,0.35483
5.6411,0.35464
5.6811,0.35445
5.7211,0.35425
5.7612,0.35405
5.8012,0.35384
5.8412,0.35363
5.8812,0.35342
5.9212,0.35321
5.9612,0.35299
6.0012,0.35279
6.0412,0.35258
6.0812,0.35237
6.1212,0.35216
6.1612,0.35194
6.2012,0.35173
6.2412,0.35151
6.2813,0.35129
6.3213,0.35106
6.3613,0.35084
6.4013,0.35061
6.4413,0.35039
6.4813,0.35017
6.5213,0.34995
6.5613,0.34974
6.6013,0.34952
6.6413,0.3493
6.6813,0.34908
6.7213,0.34885
6.7614,0.34862
6.8014,0.3484
6.8414,0.34816
6.8814,0.34794
6.9214,0.34771
6.9614,0.34747
7.0014,0.34726
7.0414,0.34703
7.0814,0.34681
7.1214,0.3466
7.1614,0.34637
7.2014,0.34615
7.2414,0.34593
7.2815,0.34571
7.3215,0.34549
7.3615,0.34527
7.4015,0.34504
7.4415,0.34481
7.4815,0.34457
7.5215,0.34435
7.5615,0.34412
7.6015,0.34391
7.6415,0.34369
7.6815,0.34347
7.7215,0.34325
7.7616,0.34302
7.8016,0.3428
7.8416,0.34258
7.8816,0.34237
7.9216,0.34217
7.9616,0.34197
8.0016,0.34177
8.0416,0.34155
8.0816,0.34133
8.1216,0.3411
8.1616,0.34087
8.2016,0.34064
8.2416,0.34043
8.2817,0.34022
8.3217,0.34002
8.3617,0.33983
8.4017,0.33963
8.4417,0.33942
8.4817,0.3392
8.5217,0.33896
8.5617,0.33874
8.6017,0.33852
8.6417,0.33833
8.6817,0.33814
8.7217,0.33796
8.7618,0.33782
8.8018,0.33763
8.8418,0.33742
8.8818,0.33731
8.9218,0.33703
8.9618,0.33668
9.0018,0.33669
9.0418,0.3364
9.0818,0.33589
9.1218,0.33605
9.1618,0.33593
9.2018,0.33541
9.2418,0.33543
9.2819,0.33535
9.3219,0.33525
9.3619,0.3349
9.4019,0.33451
9.4419,0.3346
9.4819,0.33433
9.5219,0.33405
9.5619,0.33363
9.6019,0.33348
9.6419,0.33357
9.6819,0.33332
9.7219,0.33317
9.762,0.3328
9.802,0.33292
9.842,0.33289
9.882,0.33283
9.922,0.33247
9.962,0.3321
10.002,0.33196
10.042,0.33182
10.082,0.33175
10.122,0.33131
10.162,0.33104
10.202,0.33066
10.242,0.33073
10.282,0.33065
10.322,0.3307
10.362,0.33041
10.402,0.33027
