0.2,0.0080019
0.4,0.01065
0.6,0.013617
0.8,0.016376
1,0.018561
1.2,0.021277
1.4,0.023549
1.6,0.025915
1.8,0.028361
2,0.030585
2.2,0.033098
2.4,0.035309
2.6,0.037556
2.8,0.04007
3,0.042309
3.2,0.044769
3.4,0.047011
3.6,0.049238
3.8,0.051713
4,0.053953
4.2,0.056361
4.4,0.058619
4.6,0.060828
4.8,0.063277
5,0.065495
5.2,0.067837
5.4,0.070095
5.6,0.072275
5.8,0.074683
6,0.076861
6.2,0.079128
6.4,0.08138
6.6,0.083515
6.8,0.085852
7,0.087982
7.2,0.090183
7.4,0.092376
7.6,0.094475
7.8,0.096712
8,0.098794
8.2,0.10088
8.4,0.10305
8.6,0.10507
8.8,0.1072
9,0.1092
9.2,0.11122
9.4,0.11332
9.6,0.11523
9.8,0.11722
10,0.11921
10.2,0.12119
10.4,0.12302
10.6,0.12506
10.8,0.12691
11,0.1286
11.2,0.13076
11.4,0.13226
11.6,0.13421
11.8,0.13575
12,0.13821
12.2,0.13937
12.4,0.14094
12.6,0.14293
12.8,0.14435
13,0.14646
13.2,0.1471
13.4,0.14955
13.6,0.15031
13.8,0.15204
14,0.15358
14.2,0.15543
14.4,0.15636
14.6,0.15744
14.8,0.15973
15,0.16065
15.2,0.16104
15.4,0.1636
15.6,0.16487
15.8,0.16535
16,0.16644
16.2,0.16822
16.4,0.16912
16.6,0.17001
16.8,0.17145
17,0.17215
17.2,0.17304
17.4,0.17376
17.6,0.17577
17.8,0.17657
18,0.17633
18.2,0.17664
18.4,0.17832
18.6,0.18016
18.8,0.18054
19,0.18082
19.2,0.1807
19.4,0.181
19.6,0.18262
19.8,0.18342
20,0.18424
