0,0
0.02002,2.3332e-15
0.04004,4.4443e-15
0.06006,6.7775e-15
0.08008,8.4441e-15
0.1001,9.9977e-15
0.12012,1.1886e-14
0.14014,1.3997e-14
0.16016,1.5885e-14
0.18018,1.7885e-14
0.2002,1.9884e-14
0.22022,2.1995e-14
0.24024,2.4106e-14
0.26026,2.6216e-14
0.28028,2.8327e-14
0.3003,3.0438e-14
0.32032,3.2548e-14
0.34034,3.4659e-14
0.36036,3.6658e-14
0.38038,3.8769e-14
0.4004,4.0991e-14
0.42042,4.1213e-14
0.44044,4.2307e-14
0.46046,4.4417e-14
0.48048,4.6416e-14
0.5005,4.8304e-14
0.52052,5.0191e-14
0.54054,5.219e-14
0.56056,5.3967e-14
0.58058,5.5855e-14
0.6006,5.7853e-14
0.62062,5.9741e-14
0.64064,6.1629e-14
0.66066,6.3628e-14
0.68068,6.5515e-14
0.7007,6.7514e-14
0.72072,6.9291e-14
0.74074,7.129e-14
0.76076,7.3288e-14
0.78078,7.5176e-14
0.8008,7.7175e-14
0.82082,7.8952e-14
0.84084,8.095e-14
0.86086,8.2949e-14
0.88088,8.4837e-14
0.9009,8.6725e-14
0.92092,8.8612e-14
0.94094,9.0611e-14
0.96096,9.261e-14
0.98098,9.4498e-14
